Fish_ID,Group,Water_Temp_C,Water_pH,Water_O2_mgL,Chlorides_mgL,Nitrites_mgL,Nitrates_mgL,Ammonium_mgL,Phosphates_mgL,Feed_Type,Bodymass_g,Protein_perc,Lipids_perc
1011,RG,13.25,7.304,9.238,82.22,0.0491,0.371,0.0818,0.0303,0,1590.98,17.364,1.011
1012,RG,14.94,7.344,9.361,75.15,0.1132,0.829,0.1317,0.0543,0,2004.8,14.08,1.807
1013,RG,9.43,7.268,7.405,67.24,0.1296,1.256,0.1605,0.1283,0,1718.19,15.647,1.475
1014,RG,10.27,6.902,9.57,77.81,0.0149,1.158,0.1465,0.0041,0,1637.08,20.042,1.017
1015,RG,16.66,7.129,7.501,76.9,0.1269,1.012,0.1431,0.0488,0,1500.59,15.805,2.121
1016,RG,11.51,7.281,8.486,82.68,0.0826,1.359,0.02,0.009,0,1375.06,17.956,1.371
1017,RG,12.09,7.355,9.048,81.65,0.1104,0.919,0.02,0.0661,0,1403.27,15.516,1.155
1018,RG,11.47,7.032,8.123,74.13,0.0952,1.023,0.1765,0.1019,0,1462.19,13.689,2.282
1019,RG,15.4,7.292,9.099,71.22,0.1232,0.808,0.1263,0.0668,0,1808.49,17.136,1.228
1020,RG,15.52,7.132,9.08,75.01,0.0863,1.383,0.0987,0.0553,0,1693.3,15.534,1.715
1021,RG,15.34,7.335,8.016,77.91,0.0391,1.117,0.1417,0.1131,0,1535.94,16.787,1.493
1022,RG,12.08,7.297,9.682,78.87,0.0768,0.777,0.2156,0.0732,0,1576.7,15.813,1.636
1023,RG,9.38,7.412,8.083,77.41,0.0955,0.404,0.1848,0.0928,0,1509.38,21.037,1.359
1024,RG,17.78,7.46,11.746,74.27,0.0735,1.442,0.1577,0.0886,0,1799.81,15.375,2.028
1025,RG,14.57,7.369,8.869,82.97,0.0997,0.702,0.0468,0.001,0,1494.96,17.064,1.513
1026,RG,10.63,7.429,7.594,69.61,0.078,1.029,0.0546,0.0569,0,1609.43,15.145,1.989
1027,RG,16.27,7.247,7.819,94.84,0.0621,1.941,0.02,0.0169,0,1611.46,17.633,1.679
1028,RG,10.39,7.723,10.377,81.1,0.0474,1.321,0.138,0.0268,0,1475.75,17.329,1.0
1029,RG,16.23,7.117,8.509,65.98,0.0682,1.644,0.1665,0.119,0,1848.03,13.748,2.119
1030,RG,16.43,7.221,7.363,76.48,0.0861,0.785,0.1714,0.045,0,1581.0,14.339,1.827
1031,RG,9.24,7.435,10.024,81.18,0.0212,1.428,0.1405,0.1357,0,1439.11,18.59,1.082
1032,RG,13.75,7.413,8.501,72.21,0.0566,1.011,0.0908,0.0037,0,1714.3,17.911,1.254
1033,RG,14.35,7.373,9.784,63.04,0.0201,1.146,0.0661,0.0167,0,1667.86,14.303,1.377
1034,RG,19.84,7.401,10.123,66.69,0.0615,1.808,0.0505,0.0905,0,1772.27,15.516,2.527
1035,RG,9.77,6.987,9.329,79.34,0.1159,0.889,0.0902,0.0463,0,1416.71,19.833,1.517
1036,RG,16.3,7.538,11.875,60.96,0.0444,1.008,0.0413,0.0723,0,1818.78,16.991,1.574
1037,RG,12.05,7.269,6.93,63.41,0.1011,0.639,0.2054,0.0555,0,1850.76,15.267,1.825
1038,RG,8.28,7.487,8.018,79.29,0.1655,1.355,0.0219,0.0543,0,1369.81,19.156,1.0
1039,RG,11.64,6.995,8.693,73.22,0.1236,0.776,0.0882,0.0478,0,1629.53,14.71,1.292
1040,RG,12.01,7.338,11.713,69.43,0.084,1.409,0.02,0.0672,0,1551.97,16.659,1.479
1041,RG,8.82,7.215,11.158,71.04,0.1058,0.34,0.1178,0.0857,0,1918.39,17.097,1.285
1042,RG,12.94,7.386,10.546,63.23,0.0389,1.219,0.0999,0.1246,0,1804.11,18.491,1.586
1043,RG,14.87,7.348,8.047,78.88,0.0328,0.743,0.0786,0.0519,0,1635.85,17.247,1.844
1044,RG,12.71,7.355,8.187,68.55,0.0809,1.292,0.044,0.0443,0,1456.67,17.621,1.721
1045,RG,10.37,7.141,8.006,70.71,0.092,0.995,0.1001,0.0391,0,1449.47,16.157,1.459
1046,RG,11.55,7.291,8.06,77.77,0.1128,0.786,0.0673,0.1188,0,1654.67,18.304,1.994
1047,RG,11.99,7.273,10.791,72.95,0.0629,0.845,0.0918,0.0876,0,1459.84,16.84,1.62
1048,RG,12.65,7.374,8.707,69.36,0.0858,0.66,0.2174,0.001,0,1449.3,16.236,1.59
1049,RG,15.33,7.448,8.866,59.08,0.0848,1.335,0.1103,0.001,0,1670.3,17.323,2.1
1050,RG,12.82,7.323,9.929,77.94,0.0761,0.581,0.132,0.0268,0,1623.89,18.957,1.689
1051,RG,8.0,7.109,7.004,75.63,0.0778,0.893,0.0721,0.0692,0,1557.58,16.369,2.033
1052,RG,10.31,7.316,9.063,70.86,0.0544,1.138,0.0529,0.0587,0,1529.81,16.389,1.287
1053,RG,12.5,7.692,7.684,66.7,0.0884,1.645,0.0986,0.0806,0,1708.9,17.935,1.267
1054,RG,15.37,7.547,8.647,75.1,0.0859,0.996,0.2502,0.053,0,1523.0,16.817,1.719
1055,RG,15.89,6.854,8.296,78.84,0.0668,0.903,0.0828,0.1159,0,1693.25,15.003,1.97
1056,RG,17.32,7.31,8.234,75.78,0.1,1.109,0.1217,0.0909,0,1667.64,13.822,2.441
1057,RG,12.39,7.44,9.271,88.1,0.1108,0.171,0.0503,0.0631,0,1639.58,18.888,1.186
1058,RG,14.29,7.273,9.265,80.64,0.1003,0.521,0.02,0.1058,0,1750.71,14.557,1.759
1059,RG,8.0,7.231,8.736,74.14,0.0487,0.85,0.0526,0.001,0,1487.05,14.531,1.333
1060,RG,13.29,7.26,9.445,80.91,0.083,0.715,0.2428,0.0566,0,1519.55,14.931,1.617
1061,RG,8.77,7.383,7.958,75.39,0.0527,0.36,0.1357,0.0655,0,1333.57,16.063,1.456
1062,RG,11.81,7.128,9.818,75.36,0.0829,1.343,0.1985,0.0841,0,1358.33,14.256,1.659
1063,RG,21.09,7.478,8.753,85.37,0.0528,1.104,0.0791,0.001,0,1649.82,15.496,2.313
1064,RG,12.91,7.292,8.42,67.82,0.1183,1.056,0.02,0.0496,0,1598.78,17.229,2.033
1065,RG,9.41,7.16,8.046,75.19,0.1035,0.722,0.0335,0.076,0,1415.3,16.216,1.503
1066,RG,13.22,7.469,8.71,84.52,0.1146,1.032,0.1238,0.0791,0,1473.51,19.094,1.417
1067,RG,10.45,7.068,11.245,77.47,0.1116,1.206,0.1143,0.1074,0,1783.19,17.97,1.843
1068,RG,9.12,7.217,8.924,72.05,0.0719,0.894,0.0994,0.0905,0,1668.26,18.286,1.173
1069,RG,18.31,7.214,7.627,61.35,0.0672,1.178,0.0682,0.0576,0,1529.34,13.079,2.597
1070,RG,15.2,7.622,10.103,56.84,0.1323,0.682,0.1564,0.087,0,1638.77,13.925,2.07
1071,RG,13.04,7.197,8.434,91.61,0.075,1.039,0.0699,0.0519,0,1602.64,16.893,2.098
1072,RG,10.82,6.977,9.341,77.47,0.0394,1.457,0.1185,0.0659,0,1501.16,19.002,1.746
1073,RG,11.07,7.213,8.273,70.33,0.1102,1.493,0.1117,0.0918,0,1484.05,14.71,1.0
1074,RG,16.63,7.368,10.537,77.8,0.0843,1.531,0.0779,0.0582,0,1622.5,16.706,1.391
1075,RG,12.92,7.418,8.291,67.42,0.1252,1.114,0.0471,0.0745,0,1741.74,14.748,1.74
1076,RG,8.0,7.641,10.677,72.35,0.0873,1.013,0.0744,0.0985,0,1717.05,16.541,1.088
1077,RG,19.26,7.511,7.741,67.47,0.0794,0.82,0.2124,0.0885,0,1590.33,14.385,2.088
1078,RG,12.55,7.328,8.649,63.69,0.1258,0.277,0.1667,0.1093,0,1676.35,15.077,1.884
1079,RG,13.03,7.166,10.68,58.16,0.0338,0.462,0.1612,0.1531,0,1670.39,14.096,1.785
1080,RG,15.26,7.544,9.202,62.22,0.0624,0.933,0.0528,0.0881,0,1544.61,14.287,1.484
1081,RG,13.4,7.245,11.726,83.17,0.0534,0.957,0.02,0.0415,0,1593.07,14.774,1.676
1082,RG,14.24,7.201,8.677,67.1,0.0141,1.565,0.1658,0.0805,0,1481.57,15.787,2.035
1083,RG,10.73,7.237,9.308,79.28,0.1062,1.526,0.1543,0.0788,0,1709.74,17.164,1.401
1084,RG,8.31,7.112,11.286,82.65,0.0633,0.725,0.1082,0.0845,0,1748.68,18.292,1.468
1085,RG,12.84,7.23,7.183,75.13,0.1072,1.327,0.0778,0.1198,0,1524.74,14.523,1.923
1086,RG,16.29,7.265,7.035,72.61,0.0917,0.809,0.02,0.001,0,1541.64,17.314,2.18
1087,RG,10.06,7.41,8.045,76.06,0.0982,1.273,0.152,0.1206,0,1677.75,16.944,1.719
1088,RG,9.82,7.242,9.976,71.67,0.0663,1.322,0.1712,0.134,0,1734.2,16.287,1.991
1089,RG,15.66,7.11,7.068,84.63,0.0571,1.497,0.0593,0.0827,0,1448.67,15.17,1.475
1090,RG,10.63,7.059,9.716,90.01,0.0827,0.803,0.0542,0.0837,0,1530.49,16.131,1.625
1091,RG,10.77,7.331,9.632,86.6,0.1076,1.406,0.1745,0.0503,0,1550.13,16.509,1.246
1092,RG,10.88,7.311,11.417,57.79,0.0785,0.251,0.0615,0.0603,0,1564.86,20.017,1.045
1093,RG,11.81,7.217,10.255,71.5,0.0589,1.518,0.2067,0.0879,0,1663.04,17.52,1.911
1094,RG,8.0,7.23,9.437,75.03,0.044,0.99,0.0935,0.0853,0,1465.98,16.431,1.682
1095,RG,10.38,7.358,10.631,78.7,0.0861,0.999,0.0768,0.0888,0,1522.46,18.099,1.0
1096,RG,12.69,7.509,9.647,61.18,0.0634,0.185,0.1027,0.0851,0,1631.88,14.697,1.865
1097,RG,12.67,7.183,8.448,61.05,0.0778,0.845,0.0768,0.0959,0,1447.44,17.306,1.934
1098,RG,15.47,7.313,7.626,85.45,0.0728,1.542,0.1676,0.0915,0,1339.67,13.59,1.767
1099,RG,17.52,7.444,8.317,70.53,0.0667,0.829,0.1531,0.019,0,1768.84,15.952,1.592
1100,RG,16.54,7.184,8.952,63.1,0.0888,1.285,0.1653,0.0933,0,1586.14,19.724,1.446
1101,RG,14.74,7.298,9.21,66.17,0.0966,1.014,0.1111,0.1343,0,1905.83,15.194,1.805
1102,RG,11.55,7.294,6.438,78.12,0.139,1.425,0.0726,0.0589,0,1776.52,20.365,1.593
1103,RG,10.13,7.103,8.737,68.42,0.1027,1.077,0.0995,0.12,0,1520.79,17.296,1.854
1104,RG,12.05,7.325,9.034,76.93,0.1278,0.627,0.0745,0.0233,0,1868.51,15.635,1.459
1105,RG,13.76,7.305,9.657,67.17,0.0554,1.023,0.188,0.0588,0,1754.52,14.309,1.328
1106,RG,14.47,7.383,10.952,61.05,0.032,1.64,0.1601,0.0344,0,1607.82,19.524,1.619
1107,RG,13.87,7.122,9.223,86.4,0.0796,1.199,0.0945,0.1152,0,1278.96,16.945,1.744
1108,RG,11.64,7.301,7.909,78.19,0.1057,0.953,0.0444,0.1256,0,1645.38,15.696,1.503
1109,RG,14.36,7.507,6.818,72.33,0.101,1.902,0.1925,0.056,0,1597.53,14.324,1.356
1110,RG,15.78,7.612,9.824,70.83,0.1163,1.464,0.1082,0.1068,0,1711.45,16.907,1.994
1111,RG,14.64,7.492,7.957,86.72,0.01,1.327,0.0922,0.126,0,1550.78,15.328,2.239
1112,RG,11.9,7.123,10.04,79.73,0.1176,1.127,0.193,0.0587,0,1456.86,16.649,1.578
1113,RG,9.5,7.368,10.677,84.17,0.0901,1.292,0.0694,0.0652,0,1512.46,20.153,1.058
1114,RG,9.43,7.228,7.147,70.33,0.0337,1.305,0.0809,0.0893,0,1629.3,14.2,1.763
1115,RG,9.96,7.343,9.665,75.41,0.1017,0.127,0.0862,0.0263,0,1533.41,17.974,1.0
1116,RG,12.77,7.184,10.551,78.22,0.0851,1.158,0.021,0.0644,0,1572.73,17.308,1.192
1117,RG,13.56,7.043,10.223,70.6,0.0914,0.936,0.1189,0.1457,0,1457.23,15.708,1.806
1118,RG,8.0,7.248,6.484,74.24,0.11,0.8,0.0543,0.04,0,1518.62,18.034,1.495
1119,RG,10.49,7.408,7.976,70.33,0.0929,0.922,0.0658,0.0942,0,1436.23,14.279,1.146
1120,RG,12.73,7.343,7.464,78.19,0.0358,0.378,0.0577,0.081,0,1679.46,12.252,1.539
1121,RG,9.3,7.36,9.628,64.43,0.0757,0.278,0.0648,0.0534,0,1506.87,17.451,1.225
1122,RG,13.3,7.332,9.496,79.58,0.0315,1.499,0.0497,0.0689,0,1567.64,16.28,1.985
1123,RG,11.08,7.361,5.763,77.49,0.0995,1.185,0.1148,0.1301,0,1785.33,13.237,1.701
1124,RG,9.83,7.379,8.639,73.37,0.1219,0.1,0.0907,0.0821,0,1527.32,14.163,1.504
1125,RG,12.16,7.259,9.961,78.6,0.0428,0.769,0.1029,0.0884,0,1545.97,19.314,1.707
1126,RG,13.18,7.312,9.178,72.08,0.0599,1.352,0.2412,0.124,0,1685.86,15.695,1.764
1127,RG,9.45,7.561,9.176,69.64,0.0535,0.888,0.0907,0.0484,0,1362.76,16.649,1.479
1128,RG,11.27,7.321,8.562,79.35,0.0664,1.498,0.1363,0.0181,0,1715.42,19.178,1.043
1129,RG,13.4,7.306,7.729,79.7,0.0924,1.42,0.1431,0.1307,0,1696.81,16.947,1.743
1130,RG,9.71,7.315,8.98,70.94,0.0667,0.457,0.0962,0.0655,0,1636.84,19.195,1.891
1131,RG,8.0,7.267,9.063,70.26,0.0996,0.943,0.1164,0.0957,0,1200.0,15.008,1.844
1132,RG,8.0,7.235,9.738,73.54,0.112,0.821,0.1012,0.0295,0,1527.1,15.372,1.374
1133,RG,10.75,7.331,9.836,70.58,0.1131,0.444,0.1122,0.0755,0,1447.28,17.747,1.745
1134,RG,8.04,7.224,9.103,87.2,0.0465,0.418,0.0648,0.0161,0,1649.97,17.556,1.0
1135,RG,10.96,7.278,10.314,77.53,0.1216,0.678,0.0703,0.0625,0,1718.67,19.215,1.053
1136,RG,16.99,7.181,8.55,75.12,0.124,0.744,0.101,0.0341,0,1690.96,13.319,1.659
1137,RG,8.0,7.316,7.267,67.54,0.1266,1.113,0.02,0.0249,0,1391.79,18.112,2.008
1138,RG,11.15,7.388,9.572,80.91,0.0753,1.418,0.1898,0.0479,0,1754.45,17.354,1.34
1139,RG,18.4,7.268,9.152,70.11,0.0574,1.205,0.2297,0.001,0,1651.3,15.85,2.012
1140,RG,13.22,6.999,9.596,69.78,0.0505,1.3,0.1102,0.0136,0,1844.84,15.532,1.604
1141,RG,10.9,7.389,7.483,81.18,0.0469,0.893,0.1399,0.0913,0,1571.9,16.205,1.866
1142,RG,11.53,7.318,11.149,78.1,0.0804,1.241,0.1649,0.0739,0,1671.16,15.438,1.394
1143,RG,13.29,7.151,9.853,54.97,0.1054,0.941,0.0205,0.017,0,1614.58,16.777,1.042
1144,RG,17.09,7.416,8.654,73.74,0.1192,0.823,0.1557,0.0819,0,1819.35,13.765,1.089
1145,RG,10.41,7.09,7.877,76.0,0.0654,1.759,0.0744,0.0249,0,1626.05,15.102,1.855
1146,RG,9.73,7.457,10.293,72.28,0.0788,0.1,0.2374,0.0889,0,1763.55,15.568,1.224
1147,RG,8.0,7.291,7.678,76.28,0.0769,0.251,0.0887,0.0554,0,1541.77,15.666,1.0
1148,RG,12.31,6.96,11.714,60.52,0.0609,1.153,0.1545,0.047,0,1666.47,15.553,1.482
1149,RG,8.0,7.327,8.264,52.35,0.1021,0.894,0.0893,0.0564,0,1660.5,14.779,1.46
1150,RG,10.61,7.239,11.065,67.2,0.0909,0.425,0.2318,0.1624,0,1798.39,19.141,1.833
1151,RG,9.27,7.216,8.779,77.26,0.0843,0.578,0.0693,0.0296,0,1671.83,16.076,1.651
1152,RG,15.22,7.189,10.897,50.0,0.0907,0.63,0.1699,0.0691,0,1737.71,16.577,1.337
1153,RG,10.47,7.281,8.118,68.25,0.0985,1.357,0.1376,0.0913,0,1353.97,13.337,1.343
1154,RG,13.19,7.227,9.023,59.62,0.0982,1.485,0.1243,0.0215,0,1741.83,18.108,1.391
1155,RG,8.0,7.021,9.966,73.06,0.0548,1.656,0.1137,0.001,0,1390.19,17.143,1.35
1156,RG,12.39,7.491,9.794,90.66,0.1069,0.364,0.06,0.036,0,1573.19,16.33,1.0
1157,RG,8.39,7.263,10.321,73.26,0.0877,0.453,0.02,0.0904,0,1558.45,17.231,1.356
1158,RG,10.72,7.19,8.415,74.14,0.067,0.426,0.1645,0.0463,0,1399.42,16.982,1.788
1159,RG,18.63,7.131,9.102,81.71,0.087,1.516,0.0707,0.0508,0,1700.55,11.39,2.179
1160,RG,14.8,7.416,10.498,75.17,0.0903,1.167,0.1702,0.0964,0,1905.62,14.753,1.914
1161,RG,11.61,7.105,8.154,73.28,0.1125,1.032,0.1211,0.0277,0,1540.97,15.875,1.778
1162,RG,21.6,7.32,9.687,82.41,0.0486,1.092,0.172,0.0564,0,1790.34,14.47,1.293
1163,RG,9.25,7.212,8.737,78.78,0.1197,0.977,0.1481,0.001,0,1827.85,20.119,1.664
1164,RG,15.5,7.221,9.247,77.31,0.0807,0.552,0.02,0.0728,0,1734.89,16.114,1.887
1165,RG,8.0,7.134,9.101,73.89,0.0648,1.205,0.1369,0.0692,0,1470.42,17.94,1.763
1166,RG,11.27,7.207,8.054,72.23,0.0639,0.926,0.0794,0.0918,0,1603.89,18.869,1.359
1167,RG,8.0,7.301,8.687,82.34,0.05,0.52,0.1699,0.0142,0,1578.16,16.977,1.0
1168,RG,12.77,7.335,9.174,72.31,0.0278,1.23,0.1355,0.0523,0,1782.16,14.723,2.184
1169,RG,12.17,7.182,8.877,84.85,0.1003,0.83,0.1362,0.0089,0,1712.73,14.132,1.118
1170,RG,11.08,7.286,10.887,66.62,0.1394,1.091,0.0837,0.0502,0,1297.29,18.627,1.142
1171,RG,15.28,7.433,10.212,86.47,0.0315,0.95,0.0452,0.1193,0,1517.57,19.004,2.068
1172,RG,10.3,7.051,9.348,78.78,0.0515,1.357,0.074,0.0472,0,1558.46,17.52,1.666
1173,RG,12.98,7.299,8.084,67.25,0.1025,1.088,0.02,0.0054,0,1487.07,18.475,1.818
1174,RG,14.46,7.157,8.011,79.07,0.0786,0.647,0.0646,0.0328,0,1200.0,19.833,1.774
1175,RG,8.0,7.142,11.369,69.8,0.105,1.129,0.02,0.001,0,1504.96,19.64,1.0
1176,RG,9.75,7.339,7.788,75.27,0.0769,1.142,0.02,0.0082,0,1545.28,15.129,1.583
1177,RG,12.16,7.218,9.137,71.11,0.0626,1.205,0.107,0.0868,0,1542.19,16.272,1.882
1178,RG,13.89,7.117,9.433,73.94,0.0732,1.414,0.132,0.0021,0,1503.71,18.0,1.0
1179,RG,16.26,7.499,8.626,82.53,0.01,0.754,0.0981,0.0725,0,1623.21,14.96,2.414
1180,RG,11.35,7.438,7.797,79.15,0.0457,1.267,0.0701,0.061,0,1596.49,18.293,1.0
1181,RG,11.05,7.01,8.058,66.0,0.1084,0.31,0.0432,0.0387,0,1532.25,16.591,1.782
1182,RG,9.38,7.079,8.344,66.46,0.1158,0.952,0.081,0.0691,0,1736.22,17.227,1.239
1183,RG,12.99,7.389,8.149,77.17,0.1222,0.89,0.0507,0.0225,0,1592.12,15.973,1.723
1184,RG,11.11,7.257,10.593,77.75,0.0932,1.579,0.0962,0.0936,0,1493.26,17.31,1.613
1185,RG,11.18,7.525,8.989,69.6,0.0123,0.937,0.02,0.0321,0,1460.01,17.025,1.518
1186,RG,11.72,7.392,8.371,87.73,0.0609,1.243,0.1421,0.0445,0,1521.31,13.279,1.711
1187,RG,13.65,7.345,9.128,81.51,0.1197,0.295,0.066,0.0398,0,1730.62,15.965,1.503
1188,RG,10.31,7.147,9.802,70.0,0.1287,0.859,0.1226,0.0876,0,1496.9,15.007,1.618
1189,RG,9.68,7.374,8.586,69.22,0.1209,0.661,0.1532,0.0818,0,1643.45,15.611,2.114
1190,RG,13.3,7.109,10.082,73.18,0.0729,1.99,0.1197,0.001,0,1639.18,15.148,1.0
1191,RG,8.0,7.496,7.475,72.35,0.0408,0.733,0.1479,0.0702,0,1766.44,17.194,1.0
1192,RG,10.19,7.363,10.406,85.05,0.0788,1.029,0.02,0.001,0,1612.56,19.188,1.039
1193,RG,8.55,7.176,8.989,82.88,0.0804,1.051,0.0704,0.0463,0,1446.41,17.8,1.167
1194,RG,15.61,7.421,8.942,75.28,0.127,0.364,0.1662,0.0557,0,1721.62,13.661,1.584
1195,RG,10.68,7.636,8.168,80.42,0.0868,0.79,0.1306,0.0459,0,1642.0,15.82,1.217
1196,RG,10.32,7.267,7.527,81.58,0.0805,1.162,0.2109,0.08,0,1485.11,13.091,1.898
1197,RG,11.85,7.383,7.0,75.47,0.0822,1.034,0.2023,0.0888,0,1418.9,14.599,1.38
1198,RG,10.21,7.235,8.085,78.22,0.092,0.1,0.118,0.0291,0,1612.61,17.091,1.55
1199,RG,10.79,7.313,9.705,79.75,0.0988,0.773,0.0849,0.0276,0,1583.32,18.405,1.497
1200,RG,12.29,7.074,7.846,78.9,0.0583,1.408,0.0425,0.0586,0,1385.95,16.932,1.793
1201,RG,10.73,7.3,7.142,68.77,0.0483,1.235,0.0715,0.001,0,1594.55,17.769,1.649
1202,RG,10.71,7.307,7.909,69.58,0.1211,1.487,0.0755,0.0409,0,1496.8,16.874,1.736
1203,RG,8.97,7.57,8.538,72.69,0.0308,0.606,0.0644,0.1139,0,1372.11,16.2,1.667
1204,RG,8.54,7.031,8.585,69.35,0.1291,1.512,0.0449,0.001,0,1515.62,18.577,1.031
1205,RG,12.18,7.258,8.845,63.22,0.0227,0.982,0.1241,0.0464,0,1774.78,17.114,1.774
1206,RG,12.92,7.493,10.239,80.41,0.0625,1.637,0.2018,0.0363,0,1752.57,14.945,1.651
1207,RG,8.0,7.264,10.499,77.77,0.1092,1.001,0.156,0.1402,0,1672.67,17.581,1.664
1208,RG,14.28,7.274,11.407,64.29,0.08,0.181,0.0807,0.0385,0,1714.05,16.592,1.0
1209,RG,14.29,7.175,7.05,73.07,0.0405,1.34,0.1608,0.0408,0,1666.07,11.655,1.8
1210,RG,14.92,7.16,7.973,73.53,0.0928,0.823,0.1208,0.0188,0,1626.71,16.157,1.355
1211,RG,12.9,7.026,9.838,76.46,0.082,0.85,0.0976,0.0604,0,1478.62,14.583,1.713
1212,RG,13.91,7.206,8.455,66.34,0.0735,0.419,0.0938,0.0708,0,1519.24,16.399,1.978
1213,RG,18.56,7.152,10.033,64.17,0.0613,1.649,0.088,0.0246,0,1639.87,13.584,1.71
1214,RG,11.1,7.318,9.249,79.16,0.079,0.792,0.1391,0.0995,0,1742.14,15.108,1.387
1215,RG,8.86,7.182,10.895,62.73,0.0625,1.63,0.1084,0.0708,0,1742.16,16.545,1.458
1216,RG,8.0,7.228,10.251,73.14,0.153,0.828,0.0563,0.0941,0,1437.34,19.745,1.173
1217,RG,17.27,7.232,10.273,72.39,0.0728,0.629,0.0534,0.0469,0,1686.73,15.66,2.174
1218,RG,17.31,7.293,8.506,74.01,0.0688,1.528,0.1184,0.0697,0,1601.92,13.685,2.496
1219,RG,9.23,7.221,8.883,77.02,0.0638,0.971,0.1257,0.0515,0,1532.79,16.861,1.702
1220,RG,9.82,7.141,8.634,87.79,0.1333,0.975,0.0812,0.1183,0,1463.53,16.535,1.623
1221,RG,11.03,7.313,7.193,62.2,0.0308,0.487,0.0321,0.0647,0,1753.4,17.278,2.282
1222,RG,15.67,7.46,10.766,82.01,0.0908,0.817,0.1751,0.0604,0,1642.26,14.423,1.696
1223,RG,8.14,7.319,9.894,54.9,0.0728,1.171,0.1623,0.0417,0,1634.76,16.868,1.069
1224,RG,8.0,7.209,8.586,86.15,0.0373,0.48,0.02,0.0394,0,1536.33,20.776,1.153
1225,RG,18.5,7.282,10.566,58.66,0.0554,0.784,0.1804,0.0695,0,1610.54,14.953,1.679
1226,RG,12.94,6.992,8.244,94.49,0.0895,0.832,0.0875,0.0928,0,1555.7,16.361,1.759
1227,RG,13.36,7.279,6.794,71.88,0.0541,1.027,0.1114,0.0326,0,1710.05,12.662,1.914
1228,RG,11.38,7.24,10.209,85.32,0.0878,1.592,0.1683,0.0651,0,1753.16,15.02,1.005
1229,RG,13.4,7.16,7.466,83.67,0.1319,0.88,0.1992,0.0674,0,1425.83,15.761,1.576
1230,RG,8.0,7.187,8.765,71.51,0.0851,0.724,0.1602,0.0743,0,1366.47,15.757,1.438
1231,RG,9.48,7.238,9.247,72.12,0.0364,2.099,0.1145,0.001,0,1579.59,17.287,1.47
1232,RG,12.32,7.449,9.463,68.3,0.0546,0.827,0.02,0.023,0,1752.07,17.584,1.461
1233,RG,8.0,7.464,10.018,81.3,0.0714,0.924,0.02,0.0054,0,1586.18,15.766,1.161
1234,RG,11.09,7.161,9.697,71.61,0.0694,0.857,0.1527,0.0613,0,1681.17,17.711,1.098
1235,RG,10.91,7.222,9.66,68.45,0.0846,0.889,0.1805,0.024,0,1441.44,14.187,1.053
1236,RG,11.09,7.226,8.051,79.3,0.0894,1.031,0.0511,0.0402,0,1486.99,15.377,1.49
1237,RG,10.35,7.421,9.353,67.82,0.1319,1.368,0.0838,0.0122,0,1331.37,17.365,1.365
1238,RG,9.01,7.322,7.193,72.37,0.0799,1.162,0.0666,0.0439,0,1518.03,18.654,1.546
1239,RG,8.0,7.314,10.875,75.86,0.0454,1.431,0.065,0.015,0,1309.77,16.048,1.0
1240,RG,12.43,7.38,7.317,69.86,0.1146,1.418,0.1645,0.0903,0,1744.23,15.547,1.689
1241,RG,11.1,7.211,8.584,71.07,0.1179,1.083,0.1131,0.0792,0,1770.87,16.591,1.993
1242,RG,8.0,7.505,7.417,87.28,0.087,1.151,0.0862,0.066,0,1505.94,17.367,1.617
1243,RG,12.19,7.3,8.124,73.37,0.0726,1.443,0.2595,0.0479,0,1403.18,16.444,1.567
1244,RG,11.12,7.172,9.016,72.12,0.0987,0.556,0.02,0.001,0,1633.4,16.549,1.0
1245,RG,10.62,7.266,8.365,73.6,0.0737,1.999,0.1329,0.0417,0,1791.98,17.477,1.268
1246,RG,8.0,7.485,10.373,78.64,0.0183,0.795,0.0371,0.0295,0,1612.1,19.461,1.213
1247,RG,14.05,7.236,9.272,66.73,0.0969,0.86,0.0906,0.0699,0,1783.04,18.996,1.748
1248,RG,8.3,7.442,8.445,78.42,0.1068,0.515,0.1089,0.0848,0,1472.01,17.375,1.586
1249,RG,12.19,7.206,8.84,77.05,0.1232,0.527,0.1507,0.073,0,1481.71,16.278,1.675
1250,RG,9.58,7.185,10.464,60.69,0.0581,1.39,0.0843,0.1105,0,1611.63,16.417,1.371
1251,RG,10.83,7.399,10.091,89.35,0.0868,1.908,0.078,0.0373,0,1326.78,14.853,1.171
1252,RG,15.46,7.169,7.633,86.69,0.0874,0.773,0.0833,0.0356,0,1854.96,15.171,2.407
1253,RG,13.59,7.423,8.183,68.6,0.0826,1.139,0.0352,0.1015,0,1631.16,16.532,1.675
1254,RG,15.39,7.353,9.57,66.02,0.0834,1.088,0.1379,0.0666,0,1767.19,15.652,1.345
1255,RG,12.99,7.169,9.424,76.82,0.0811,1.4,0.1169,0.0501,0,1549.81,17.107,1.063
1256,RG,13.19,7.289,7.74,63.59,0.0864,1.887,0.1261,0.1339,0,1430.2,13.368,1.838
1257,RG,8.0,7.218,9.899,85.91,0.1022,1.608,0.0958,0.0831,0,1700.8,16.976,1.566
1258,RG,11.05,7.352,7.931,71.25,0.1166,0.905,0.0884,0.0524,0,1438.51,19.318,1.338
1259,RG,11.33,7.583,10.565,87.97,0.0573,1.212,0.1705,0.0326,0,1616.3,17.754,1.789
